fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality_tier
7.8,0.26,0.17,12.9,0.076,24,111,0.9891,3.17,0.47,10.0,2
8.7,0.38,0.1,1.3,0.131,4,19,0.9955,3.18,0.46,9.8,2
6.0,0.1,0.67,7.6,0.028,39,100,0.9939,3.12,0.55,11.2,2
5.8,0.39,0.33,2.3,0.037,40,118,0.9994,2.89,0.4,9.6,2
7.9,0.45,0.35,1.9,0.108,9,74,1.0004,3.21,0.47,8.4,2
5.1,0.3,0.28,11.6,0.012,46,198,0.9921,3.09,0.22,13.0,2
6.8,0.49,0.35,12.7,0.034,35,80,0.99,2.95,0.36,8.8,2
6.9,0.21,0.48,15.4,0.074,44,110,0.994,2.93,0.36,11.1,2
6.4,0.18,0.43,7.2,0.029,29,129,0.9917,3.27,0.59,10.7,2
6.9,0.43,0.21,1.9,0.041,33,133,0.9928,2.92,0.58,9.2,3
6.8,0.27,0.49,3.0,0.035,22,75,0.9918,3.27,0.58,9.8,2
7.3,0.65,0.19,1.2,0.148,15,6,0.9969,3.19,0.43,12.0,1
6.2,0.14,0.32,5.4,0.054,53,113,1.0003,2.89,0.48,10.3,2
7.1,0.15,0.39,37.2,0.009,35,132,0.9948,2.96,0.63,10.5,2
6.5,0.27,0.23,5.3,0.021,61,112,0.9936,3.18,0.46,11.5,2
5.6,0.19,0.21,4.7,0.062,11,182,0.9935,3.27,0.5,11.3,2
6.4,0.61,0.21,1.4,0.085,15,8,0.9943,3.25,0.65,12.5,2
6.8,0.26,0.34,24.2,0.02,30,109,0.995,3.27,0.58,12.5,2
7.4,0.17,0.33,3.0,0.071,16,133,0.9915,2.93,0.31,10.4,2
5.8,0.24,0.35,4.2,0.057,27,161,0.9989,3.32,0.47,11.5,2
7.8,0.75,0.54,1.2,0.012,9,59,1.0003,3.14,0.35,9.8,2
6.2,0.51,0.32,26.6,0.054,33,173,0.9944,3.14,0.42,12.9,2
5.6,0.15,0.59,18.7,0.038,49,145,0.9948,3.14,0.45,10.6,3
8.3,0.66,0.16,1.2,0.103,27,29,0.9959,3.59,0.89,11.6,2
5.8,0.41,0.22,13.0,0.043,29,78,0.9919,3.29,0.46,10.4,2
5.9,0.95,0.38,4.4,0.096,7,20,0.997,3.38,0.5,10.5,2
7.0,0.43,0.17,10.3,0.042,9,106,0.9915,3.15,0.39,9.2,2
6.4,0.25,0.52,20.0,0.049,11,107,0.9889,3.45,0.49,9.9,2
8.4,0.16,0.4,22.7,0.009,40,192,0.9963,3.03,0.58,9.2,2
5.3,0.29,0.4,5.7,0.058,22,181,0.9965,3.06,0.43,12.5,2
6.4,0.3,0.4,9.1,0.053,15,164,0.9971,3.11,0.3,10.0,3
7.6,0.3,0.37,65.8,0.053,10,137,0.9917,3.28,0.69,9.1,3
6.1,0.25,0.29,6.6,0.051,55,137,0.9972,3.14,0.33,8.0,2
5.2,0.22,0.48,9.4,0.025,30,73,0.9951,3.34,0.49,12.0,2
7.7,0.23,0.21,18.7,0.052,2,128,0.9896,3.14,0.58,10.1,2
7.0,0.22,0.09,18.1,0.086,21,67,0.995,3.11,0.49,10.6,2
7.0,0.52,0.31,1.3,0.089,12,23,0.9978,3.05,0.69,11.4,2
7.1,0.42,0.09,14.6,0.012,22,74,0.9908,3.01,0.48,12.3,2
6.8,0.42,0.45,4.3,0.04,33,70,0.9965,3.22,0.42,11.6,2
6.2,0.26,0.26,8.0,0.055,79,170,0.9933,3.1,0.78,11.1,2
6.5,0.41,0.08,10.8,0.021,2,61,0.99,3.43,0.57,10.2,3
6.2,0.36,0.42,10.2,0.056,31,125,0.9955,3.35,0.53,9.4,2
6.8,0.29,0.25,50.6,0.054,39,121,0.9965,3.21,0.55,10.5,2
8.7,0.69,0.05,1.2,0.032,12,6,0.9975,3.18,0.8,11.6,2
7.4,0.17,0.33,5.6,0.053,28,84,0.9871,3.3,0.66,9.3,3
6.3,0.34,0.36,11.2,0.023,44,156,0.9942,3.49,0.29,10.3,3
7.0,0.36,0.38,17.8,0.052,31,94,0.9983,3.0,0.45,12.6,2
6.5,0.14,0.33,5.7,0.009,54,107,0.9938,3.35,0.46,12.0,2
7.5,0.23,0.43,14.4,0.092,30,129,0.9961,3.38,0.64,10.7,2
8.6,0.17,0.33,9.2,0.065,43,84,0.994,3.34,0.28,9.8,2
6.6,0.2,0.26,19.7,0.039,24,129,0.9899,3.05,0.45,10.8,2
8.2,0.36,0.37,12.7,0.035,28,65,0.9908,3.26,0.42,8.2,3
9.1,0.44,0.07,3.4,0.097,14,69,0.9938,3.34,0.66,10.5,2
8.5,0.44,0.52,1.2,0.136,24,68,0.9941,3.45,0.56,10.6,2
6.2,0.13,0.3,17.9,0.075,41,132,0.9919,3.4,0.5,8.3,2
7.3,0.34,0.36,20.3,0.088,48,189,0.9977,3.28,0.55,10.6,2
8.1,0.12,0.41,10.8,0.066,55,169,0.9999,3.32,0.36,9.8,2
6.3,0.16,0.26,8.8,0.065,37,111,0.9954,3.11,0.51,10.0,2
6.5,0.23,0.28,12.7,0.018,11,136,0.9938,3.23,0.58,11.4,2
7.5,0.24,0.36,6.8,0.062,47,110,0.9962,3.56,0.31,9.8,1
6.7,0.57,0.27,1.8,0.027,31,28,0.9947,3.35,0.46,10.4,2
7.2,0.22,0.23,5.0,0.04,56,123,0.9946,3.3,0.4,10.2,2
6.6,0.26,0.38,7.5,0.026,42,112,0.9962,3.28,0.56,10.6,2
7.8,0.21,0.36,29.4,0.048,38,76,0.9953,3.16,0.61,8.3,2
7.6,0.63,0.29,1.6,0.037,21,38,0.998,3.23,0.58,11.1,1
6.0,0.28,0.43,9.3,0.026,34,195,0.993,3.32,0.24,11.0,2
7.8,0.21,0.31,41.4,0.093,30,122,0.9925,3.38,0.51,9.0,2
7.8,0.33,0.19,13.0,0.091,36,168,0.9932,3.2,0.71,10.0,2
7.3,0.39,0.15,28.9,0.045,31,146,0.9963,3.17,0.36,10.0,2
5.7,0.28,0.17,9.5,0.044,25,153,0.9978,3.28,0.51,9.4,3
6.0,0.29,0.08,1.4,0.14,38,78,0.9967,3.5,0.58,13.0,1
6.5,0.21,0.52,54.1,0.033,2,112,0.9896,3.44,0.46,11.7,2
6.3,0.17,0.4,4.3,0.055,55,142,0.9907,3.39,0.48,11.5,2
6.4,0.27,0.51,8.7,0.046,27,147,0.9943,3.39,0.67,10.3,2
7.6,0.28,0.18,9.9,0.025,56,159,0.9938,3.11,0.48,12.6,3
6.5,0.29,0.45,65.8,0.056,4,83,0.9932,3.21,0.36,12.0,2
7.4,0.37,0.18,7.0,0.017,45,156,0.9925,3.31,0.35,11.5,2
7.5,0.41,0.35,1.2,0.012,2,11,0.9957,3.04,0.91,9.2,2
9.6,0.61,0.31,1.2,0.119,21,6,0.9982,3.08,0.5,9.6,3
7.8,0.48,0.13,9.6,0.059,11,119,0.9997,3.35,0.48,10.1,2
10.7,0.6,0.21,4.1,0.012,14,6,0.9922,3.27,0.76,12.3,2
6.5,0.23,0.54,4.0,0.068,37,61,0.9962,3.14,0.22,10.7,2
8.8,0.58,0.45,4.5,0.047,23,36,0.9947,3.57,0.69,11.0,2
7.4,0.36,0.49,16.6,0.034,44,113,0.9909,3.26,0.44,10.4,3
7.4,0.21,0.23,7.0,0.035,26,102,0.9984,2.91,0.45,8.8,3
5.8,0.21,0.46,6.4,0.009,37,134,0.9972,3.24,0.63,11.3,2
7.3,0.28,0.17,37.6,0.041,43,169,0.9945,3.39,0.43,8.1,2
6.3,0.59,0.35,1.2,0.073,1,69,0.9965,3.32,0.66,11.3,2
7.8,0.82,0.0,1.2,0.068,33,74,1.0003,3.44,0.67,9.5,2
11.0,0.41,0.35,2.5,0.02,33,45,0.9931,3.31,0.71,10.0,2
7.8,0.16,0.13,12.9,0.068,34,142,0.9938,3.08,0.53,8.6,2
9.6,0.12,0.03,4.0,0.099,21,54,0.995,3.39,0.51,8.9,2
7.9,0.44,0.52,1.2,0.049,16,36,0.9976,3.21,0.9,10.9,2
7.2,0.36,0.11,5.1,0.032,19,192,0.9885,3.03,0.45,10.2,3
8.7,0.49,0.0,2.4,0.159,14,6,0.9958,3.15,0.65,13.6,2
5.5,0.26,0.41,21.3,0.054,38,171,0.9933,3.12,0.6,12.2,2
6.4,0.24,0.46,12.3,0.074,45,231,0.9958,3.24,0.73,11.3,1
5.3,0.63,0.22,4.1,0.024,1,17,0.9983,3.35,0.8,9.9,2
7.9,0.2,0.23,6.6,0.037,48,227,0.9966,3.09,0.6,13.1,3
9.2,0.19,0.3,2.3,0.068,6,80,0.9944,3.63,0.57,11.5,2
7.3,0.43,0.17,13.8,0.053,65,78,0.9924,3.03,0.36,10.2,2
4.6,0.64,0.39,2.6,0.149,11,27,0.9963,3.59,0.71,9.7,1
8.3,0.32,0.23,3.3,0.029,26,114,0.9945,3.11,0.56,9.4,3
5.8,0.17,0.55,8.9,0.029,26,131,0.9971,3.06,0.7,11.8,3
5.0,0.26,0.3,12.6,0.046,29,121,0.9947,3.4,0.6,10.6,2
6.7,0.27,0.33,31.4,0.04,33,208,0.9935,3.43,0.74,10.8,1
6.1,0.11,0.3,22.8,0.039,44,187,0.9877,3.13,0.56,8.4,3
6.5,0.28,0.33,5.8,0.062,44,191,0.9939,2.94,0.46,11.7,2
7.5,0.35,0.47,2.6,0.069,53,180,0.9942,3.11,0.32,11.6,2
7.5,0.08,0.27,6.8,0.022,33,73,0.9932,3.12,0.5,8.9,3
7.6,0.23,0.31,6.7,0.057,43,151,0.9932,3.37,0.68,11.9,3
6.3,0.3,0.08,7.9,0.04,39,128,0.987,3.14,0.5,9.6,2
6.1,0.23,0.33,11.2,0.069,27,173,0.997,3.17,0.22,10.6,2
10.7,0.59,0.04,1.2,0.053,20,19,0.9989,3.2,0.67,10.2,2
6.1,0.49,0.36,12.0,0.047,28,145,0.9952,3.21,0.4,10.5,3
5.7,0.22,0.35,4.3,0.067,10,150,0.9942,3.49,0.54,10.3,2
7.7,0.08,0.17,26.7,0.081,22,124,0.9918,3.24,0.6,11.0,2
7.1,0.42,0.45,12.3,0.036,39,118,0.9913,3.25,0.51,10.9,2
8.1,0.23,0.27,18.4,0.035,23,159,0.9963,3.45,0.57,10.2,2
8.5,0.31,0.25,6.0,0.041,12,162,0.9955,3.08,0.36,9.7,2
5.9,0.45,0.5,2.4,0.077,57,111,0.9955,3.32,0.4,11.1,2
6.9,0.17,0.3,10.0,0.035,45,121,0.9944,3.23,0.3,9.9,2
6.7,0.13,0.08,31.3,0.052,35,38,0.9967,3.36,0.77,10.0,3
5.7,0.15,0.59,8.7,0.046,18,130,0.9929,3.42,0.57,12.5,3
6.7,0.33,0.5,6.9,0.061,53,128,0.9897,2.99,0.62,11.1,3
7.0,0.1,0.37,2.8,0.079,31,113,0.9941,3.23,0.58,12.4,2
6.5,0.29,0.38,13.1,0.048,47,155,0.9923,3.39,0.5,13.3,3
8.6,0.51,0.32,1.5,0.074,11,45,0.992,3.0,0.57,9.9,2
7.3,0.36,0.1,51.3,0.043,43,116,0.9915,2.81,0.44,9.8,2
7.5,0.26,0.43,3.8,0.043,32,146,0.9928,3.04,0.54,9.4,2
9.8,0.44,0.28,3.1,0.012,26,99,0.9977,3.37,0.33,10.4,2
5.7,0.08,0.46,11.6,0.009,46,133,0.997,3.08,0.61,10.9,2
8.4,0.57,0.36,1.8,0.059,39,6,0.996,3.33,0.52,10.6,2
8.2,0.52,0.4,1.2,0.079,17,45,0.9947,3.31,0.83,10.4,2
6.7,0.43,0.28,5.6,0.066,52,52,0.9938,3.34,0.5,11.1,2
5.7,0.13,0.29,6.2,0.066,20,155,0.9962,3.29,0.39,11.3,2
6.5,0.24,0.12,8.4,0.044,26,77,0.9927,3.12,0.43,11.0,2
6.6,0.13,0.24,8.9,0.028,59,203,0.9919,3.0,0.41,8.6,2
12.1,0.36,0.32,2.6,0.083,28,26,0.9966,3.27,0.82,12.1,2
6.7,0.32,0.48,6.9,0.024,12,45,0.9931,2.99,0.36,9.7,2
9.9,1.23,0.44,1.2,0.157,19,49,0.9985,3.21,0.71,9.7,2
6.5,0.32,0.44,18.0,0.038,28,107,0.9965,2.95,0.35,13.5,2
7.3,0.23,0.37,21.8,0.059,27,95,0.9963,3.09,0.44,8.0,2
6.4,0.23,0.37,5.7,0.067,2,199,0.9969,3.09,0.72,11.6,2
7.2,0.15,0.33,4.1,0.009,48,141,1.0019,3.13,0.46,11.2,2
8.0,0.09,0.38,2.6,0.051,25,122,0.9885,3.42,0.46,9.4,2
7.0,0.43,0.32,3.3,0.027,59,132,0.9936,3.11,0.46,10.5,3
6.6,0.14,0.34,9.4,0.018,36,174,0.9911,3.09,0.79,9.6,2
7.2,0.22,0.3,50.3,0.029,31,144,0.9952,3.11,0.55,9.3,3
7.3,0.43,0.26,4.7,0.085,63,112,0.9936,3.16,0.53,10.9,2
5.7,0.24,0.31,12.7,0.072,16,131,0.9906,3.08,0.57,10.2,3
6.9,0.37,0.19,2.8,0.07,46,99,0.9959,3.36,0.44,10.9,2
7.5,0.13,0.22,1.3,0.034,19,43,0.9982,3.22,0.58,10.8,3
6.4,0.29,0.4,5.3,0.065,50,125,0.9942,3.06,0.54,9.5,2
8.3,0.17,0.29,13.4,0.036,52,61,0.9943,3.2,0.36,10.5,2
3.9,0.21,0.29,9.2,0.063,33,131,0.9956,3.21,0.43,10.3,2
6.7,0.46,0.31,5.5,0.048,64,9,0.9996,3.29,0.45,10.9,2
7.1,0.2,0.31,14.7,0.046,10,213,0.9905,3.1,0.53,12.5,2
7.5,0.47,0.17,6.8,0.071,29,190,1.0003,2.96,0.69,10.0,3
9.5,0.64,0.0,1.2,0.126,10,68,0.9929,3.12,0.76,9.9,2
7.1,0.25,0.28,13.8,0.062,32,176,0.9936,3.21,0.5,12.7,2
6.3,0.52,0.35,17.6,0.081,51,118,0.9973,2.95,0.6,9.7,3
7.0,0.15,0.33,10.0,0.013,63,206,0.99,3.02,0.6,8.0,2
8.1,0.42,0.34,5.6,0.067,42,66,0.9927,3.22,0.47,14.0,2
5.2,0.53,0.0,3.7,0.057,13,10,0.9951,3.37,0.83,11.1,2
6.9,0.42,0.16,8.1,0.02,50,140,0.9877,3.0,0.54,11.7,2
9.9,0.59,0.48,2.5,0.133,5,54,0.9991,3.13,0.65,11.1,1
6.1,0.36,0.51,1.2,0.162,28,17,0.9955,3.21,0.75,12.0,2
9.6,0.47,0.5,1.8,0.034,20,32,0.9966,3.5,0.82,10.3,2
7.2,0.13,0.36,7.1,0.064,49,162,0.9885,3.15,0.85,10.0,2
12.4,0.37,0.44,2.4,0.103,29,89,0.9982,3.16,0.33,11.6,2
7.2,0.33,0.48,8.7,0.07,70,109,0.9949,3.01,0.43,12.8,2
6.7,0.31,0.49,28.5,0.038,38,114,0.9909,3.26,0.32,10.3,1
7.1,0.34,0.32,16.7,0.028,72,209,0.9987,3.05,0.53,12.5,2
7.9,0.5,0.24,4.2,0.092,44,147,0.9944,2.98,0.51,11.7,2
6.5,0.12,0.56,7.3,0.033,32,102,0.9981,3.13,0.42,10.7,2
7.0,0.21,0.38,3.3,0.018,11,85,0.9963,3.17,0.62,10.9,2
7.2,0.23,0.43,2.6,0.05,44,92,0.9942,3.42,0.55,8.6,3
6.8,0.31,0.32,8.9,0.072,41,114,0.987,3.13,0.68,8.7,2
7.9,0.29,0.23,17.5,0.022,34,129,0.9984,3.42,0.48,12.3,2
6.4,0.11,0.29,23.6,0.066,26,145,0.9936,3.34,0.37,10.6,2
6.3,0.32,0.21,23.4,0.053,23,153,0.9922,3.21,0.32,13.8,1
7.5,0.25,0.12,10.8,0.04,57,125,0.9957,3.15,0.45,10.8,2
8.1,0.38,0.28,15.3,0.048,49,155,0.9942,3.14,0.36,10.6,2
7.8,0.29,0.26,1.3,0.017,50,174,0.9921,3.0,0.6,9.9,2
7.5,0.2,0.43,6.9,0.074,63,79,0.9918,3.25,0.3,11.1,2
5.2,0.35,0.39,2.5,0.034,14,105,0.9977,3.42,0.62,10.4,2
4.8,0.28,0.41,14.4,0.064,21,105,0.9944,3.32,0.47,12.2,3
7.7,0.19,0.13,13.1,0.034,32,133,0.9907,3.39,0.6,11.3,2
6.8,0.28,0.34,21.7,0.01,5,110,0.9903,3.13,0.6,11.1,3
6.8,0.1,0.37,2.0,0.064,2,220,0.9931,3.15,0.4,9.1,2
9.3,0.52,0.6,2.0,0.086,9,61,0.9974,3.36,0.83,10.5,2
7.2,0.2,0.55,7.3,0.056,43,194,0.996,3.15,0.53,8.6,2
7.3,0.36,0.29,9.2,0.049,36,215,0.9943,3.03,0.29,11.3,2
7.2,0.23,0.58,3.6,0.084,67,48,0.99,2.97,0.45,10.6,2
7.3,0.16,0.34,25.6,0.046,66,181,0.9902,2.98,0.54,8.4,3
6.3,0.17,0.2,8.2,0.04,2,97,0.9927,3.35,0.6,10.7,2
7.1,0.37,0.41,6.2,0.043,30,154,0.9917,3.27,0.52,9.6,2
6.2,0.26,0.25,8.8,0.057,35,181,0.991,2.89,0.67,10.5,2
6.4,0.32,0.48,20.1,0.051,38,106,0.9949,2.97,0.65,9.4,2
6.7,0.33,0.51,7.4,0.073,28,136,0.9976,3.07,0.5,9.1,2
4.7,0.59,0.47,1.4,0.077,6,60,0.9964,3.14,0.75,10.2,2
7.3,0.25,0.24,59.0,0.062,40,122,0.9931,3.03,0.45,9.2,2
7.9,0.74,0.2,1.2,0.054,1,48,0.9968,3.43,0.33,9.8,2
7.1,0.32,0.42,6.5,0.051,26,182,0.995,3.03,0.33,12.3,3
5.3,0.3,0.32,16.3,0.058,39,186,0.9944,3.3,0.57,10.2,2
8.0,0.28,0.4,9.0,0.068,17,48,0.9926,3.39,0.38,10.6,2
8.5,0.38,0.5,3.6,0.088,20,57,0.9964,3.42,0.54,10.4,2
7.8,0.08,0.36,14.2,0.05,33,167,0.9945,3.31,0.4,9.0,3
7.3,0.23,0.21,4.2,0.034,43,70,0.9955,3.0,0.58,11.2,2
6.5,0.24,0.36,5.3,0.065,28,115,0.9973,3.3,0.43,11.6,2
6.9,0.67,0.16,1.3,0.067,4,24,0.9967,3.2,0.53,11.4,2
7.3,0.17,0.24,11.0,0.009,43,147,0.9986,2.93,0.75,11.3,2
7.3,0.6,0.49,3.6,0.142,29,69,0.991,3.23,0.64,12.8,2
6.2,0.3,0.39,10.6,0.009,63,138,0.9911,3.21,0.54,9.8,2
6.4,0.52,0.29,16.1,0.045,32,103,0.9979,3.36,0.46,10.9,2
7.3,0.37,0.38,10.5,0.009,43,31,0.9949,3.05,0.27,11.4,2
8.3,0.27,0.18,13.3,0.031,39,153,0.9874,3.19,0.51,9.3,3
5.2,0.38,0.24,16.7,0.037,44,126,0.9993,3.39,0.54,9.6,2
7.9,0.2,0.13,22.0,0.033,19,189,0.9926,3.13,0.52,11.5,2
7.7,0.22,0.39,9.9,0.096,32,159,0.9932,3.21,0.54,12.2,3
7.2,0.44,0.69,4.9,0.026,38,129,0.9872,3.26,0.56,10.7,2
7.2,0.19,0.45,7.3,0.009,14,198,0.9902,3.19,0.37,10.2,2
7.0,0.38,0.33,9.8,0.035,50,108,0.9958,3.59,0.22,9.5,2
6.5,0.36,0.24,6.0,0.032,17,59,0.9927,3.0,0.51,9.5,2
6.8,0.26,0.45,19.1,0.068,31,163,1.0007,3.37,0.51,11.9,2
6.8,0.4,0.39,16.1,0.061,16,173,0.9913,3.2,0.32,11.2,2
7.2,0.17,0.4,7.4,0.009,20,117,0.9925,3.25,0.57,9.8,3
7.8,0.34,0.01,1.3,0.146,19,85,0.9974,2.97,0.89,11.6,2
7.1,0.49,0.22,3.3,0.049,38,191,0.9899,2.77,0.36,10.5,2
6.6,0.13,0.41,13.4,0.058,51,211,0.9937,3.36,0.45,12.1,2
7.5,0.15,0.23,3.3,0.053,2,118,0.9961,3.35,0.36,9.6,2
8.1,0.19,0.33,7.4,0.035,57,93,0.9927,2.95,0.39,11.5,2
6.0,0.13,0.38,8.6,0.073,25,92,0.9989,3.25,0.38,10.6,3
8.5,0.19,0.42,25.4,0.075,73,162,0.9982,3.13,0.29,11.9,2
8.5,0.08,0.23,9.9,0.072,30,157,0.9971,3.43,0.36,10.9,2
7.7,0.28,0.49,4.4,0.051,16,115,0.988,2.99,0.57,9.8,2
6.4,0.18,0.39,6.9,0.017,63,119,0.9961,3.24,0.41,10.6,2
6.4,0.3,0.4,7.3,0.029,28,139,0.9937,3.28,0.75,12.1,2
10.4,0.68,0.16,1.2,0.012,8,11,0.9952,3.22,0.48,11.9,2
8.8,0.21,0.48,2.3,0.05,26,141,0.9909,2.92,0.5,11.8,2
6.5,0.27,0.34,17.6,0.05,3,134,0.9953,3.0,0.58,10.8,3
7.0,0.28,0.24,36.7,0.042,13,86,0.9972,3.37,0.44,8.1,3
5.7,0.49,0.07,2.4,0.09,18,74,0.9937,3.28,0.56,11.3,2
9.4,0.81,0.42,3.9,0.02,1,38,0.9949,3.27,0.8,8.4,2
6.4,0.25,0.26,7.7,0.026,74,131,0.9922,3.25,0.35,8.6,2
7.1,0.45,0.08,6.6,0.059,27,159,1.0007,3.33,0.57,10.7,2
6.6,0.28,0.3,17.0,0.091,26,134,0.9902,3.09,0.49,12.5,2
6.9,0.28,0.36,12.5,0.024,45,183,0.9897,3.41,0.46,10.0,2
8.0,0.31,0.48,8.1,0.085,17,186,0.9921,3.13,0.43,11.1,2
7.3,0.16,0.12,11.0,0.048,60,192,0.9939,3.14,0.36,12.8,2
4.9,0.68,0.17,1.2,0.04,6,88,1.0004,3.33,0.79,10.0,2
5.6,0.18,0.46,20.1,0.029,25,181,0.9918,3.37,0.36,9.8,2
6.9,0.41,0.31,6.8,0.051,31,182,0.9932,3.11,0.5,8.3,3
4.7,0.21,0.39,17.5,0.034,42,64,0.987,3.02,0.73,9.6,2
5.5,0.2,0.37,26.5,0.036,2,134,0.99,2.97,0.41,11.3,2
7.2,0.41,0.24,11.1,0.072,52,139,0.9895,3.02,0.53,10.4,3
6.8,0.27,0.24,30.6,0.049,12,179,0.9874,3.55,0.42,10.7,2
5.8,0.31,0.47,8.4,0.049,52,40,0.9938,3.14,0.43,9.5,2
10.0,0.62,0.14,1.2,0.119,29,64,0.9976,3.35,0.57,9.1,1
9.4,0.42,0.25,2.9,0.108,16,25,0.9965,3.31,0.58,11.6,3
7.6,0.59,0.25,4.2,0.147,1,44,0.9929,3.41,0.56,10.7,2
7.7,0.34,0.38,16.9,0.059,52,167,0.9961,3.42,0.31,9.1,2
7.2,0.34,0.3,2.8,0.054,22,96,0.994,3.47,0.56,11.5,2
5.9,0.43,0.24,6.9,0.044,33,162,0.9898,2.91,0.44,10.1,3
9.6,0.75,0.66,2.8,0.176,11,15,0.9948,3.02,0.57,9.7,2
7.8,0.25,0.35,42.9,0.036,49,204,0.9894,3.29,0.46,11.3,2
5.7,0.45,0.17,9.4,0.029,67,194,0.9955,3.22,0.53,12.2,2
7.7,0.41,0.3,5.0,0.012,20,42,0.9966,3.51,0.69,11.5,2
9.0,0.7,0.11,1.2,0.172,8,6,0.9957,3.24,1.01,10.5,2
9.1,0.67,0.4,1.5,0.162,12,43,0.9971,3.22,0.87,10.0,1
6.6,0.38,0.49,0.8,0.019,61,110,0.9949,3.31,0.3,12.6,3
6.4,0.36,0.36,22.8,0.031,29,101,0.9964,3.18,0.57,9.7,2
6.9,0.2,0.47,6.3,0.057,41,105,0.9967,3.5,0.46,10.7,3
7.3,0.41,0.35,8.6,0.076,27,173,0.9931,3.29,0.48,12.5,3
5.3,0.14,0.56,8.1,0.075,35,90,0.9945,3.1,0.42,11.6,2
8.1,0.24,0.43,10.5,0.042,59,109,0.9905,2.86,0.49,10.5,2
6.2,0.3,0.19,8.6,0.078,29,147,0.9926,3.04,0.49,9.0,2
8.5,0.6,0.0,2.1,0.149,11,50,0.9966,3.14,0.61,11.5,2
6.2,0.25,0.26,26.2,0.064,32,79,0.9907,2.98,0.36,8.7,2
7.1,0.27,0.4,13.1,0.072,29,48,0.9973,3.09,0.7,9.3,2
6.0,0.27,0.33,4.1,0.04,19,177,0.9924,3.23,0.54,11.7,2
7.6,0.33,0.22,6.1,0.077,58,175,0.9935,3.33,0.43,9.3,2
6.7,0.33,0.5,11.5,0.055,48,155,0.9958,3.21,0.38,10.6,2
5.9,0.34,0.41,13.2,0.009,28,160,0.9924,3.28,0.53,9.8,1
6.0,0.23,0.1,24.1,0.045,43,130,0.9906,3.1,0.45,10.3,2
8.1,0.26,0.3,8.4,0.064,28,104,0.9941,3.11,0.31,10.5,3
8.1,0.46,0.32,1.2,0.03,8,74,0.9974,3.15,0.41,10.4,2
6.3,0.26,0.46,8.0,0.049,22,158,0.9985,3.14,0.63,9.6,2
5.7,0.37,0.22,24.4,0.046,63,140,0.9941,3.07,0.53,10.9,2
6.0,0.24,0.2,39.7,0.012,51,44,0.9946,3.12,0.61,10.3,2
7.9,0.09,0.4,20.9,0.035,15,78,0.9971,3.25,0.59,10.4,2
7.4,0.32,0.29,20.3,0.055,24,138,0.9963,3.21,0.35,10.2,2
7.5,0.47,0.67,1.2,0.042,15,63,1.0015,3.52,0.69,10.9,2
7.0,0.68,0.65,1.3,0.143,18,13,0.9976,3.28,0.59,9.6,3
6.6,0.16,0.42,34.0,0.037,15,120,0.9965,3.34,0.33,10.5,3
6.7,0.27,0.35,7.3,0.02,23,104,0.9949,3.04,0.43,10.4,2
7.3,0.38,0.3,5.7,0.033,55,143,0.9939,3.18,0.28,10.3,2
9.1,0.31,0.46,13.3,0.066,29,74,0.9957,3.19,0.28,8.9,2
7.8,0.3,0.2,4.0,0.055,43,193,0.9966,3.29,0.4,11.8,3
5.9,0.36,0.21,10.8,0.021,2,193,0.9969,3.22,0.42,9.0,2
6.8,0.18,0.32,1.4,0.094,31,181,0.993,3.41,0.52,10.2,2
6.8,0.35,0.58,9.2,0.05,9,182,0.9973,3.14,0.53,9.5,3
6.1,0.08,0.46,8.2,0.052,52,145,0.9976,3.01,0.66,12.0,3
8.2,0.32,0.28,20.3,0.026,32,87,0.9972,3.29,0.65,9.5,2
5.5,0.25,0.27,8.1,0.047,53,191,0.9947,3.16,0.61,11.1,2
5.5,0.49,0.26,1.7,0.076,14,47,0.9966,3.11,0.48,12.5,2
5.8,0.21,0.03,25.8,0.068,41,149,0.9904,3.11,0.48,11.7,3
6.4,0.24,0.4,9.8,0.056,15,164,0.9991,3.37,0.3,10.6,2
5.5,0.41,0.26,17.2,0.029,31,175,0.9993,3.06,0.39,9.5,2
7.8,0.43,0.49,4.0,0.032,38,189,0.9956,3.14,0.65,8.9,2
6.9,0.26,0.21,13.5,0.02,52,103,0.9891,3.2,0.51,10.9,2
6.1,0.36,0.37,2.1,0.045,32,105,0.9932,3.34,0.52,9.1,3
6.5,0.36,0.33,7.9,0.035,42,186,0.9947,3.02,0.51,9.9,2
9.5,0.36,0.28,3.8,0.134,17,87,0.9957,3.34,0.7,11.7,3
5.1,0.3,0.65,5.0,0.084,41,133,0.9881,3.18,0.46,10.5,2
9.3,0.59,0.43,1.2,0.15,29,34,0.9954,3.15,0.65,11.0,3
7.8,0.32,0.28,8.7,0.042,63,142,0.9929,3.1,0.59,10.4,2
7.3,0.39,0.5,2.9,0.057,40,203,0.999,3.04,0.59,12.0,2
8.2,0.48,0.46,43.0,0.045,43,157,0.9979,3.15,0.47,11.0,3
7.5,0.71,0.16,2.2,0.071,12,69,0.9985,3.38,0.83,11.3,2
6.9,0.16,0.37,6.1,0.103,20,217,0.9931,3.02,0.64,11.7,2
6.9,0.39,0.23,47.4,0.037,38,75,0.9938,3.24,0.61,9.6,2
6.1,0.35,0.39,65.8,0.035,37,178,0.9921,3.23,0.52,10.2,2
